use,car
1.5489333333333333,0.0
1.6566,0.0
1.4718666666666669,0.0
1.19745,0.0
1.59055,0.0
1.2384333333333333,0.0
1.4557666666666669,0.0
1.921,0.10878333333333333
1.7556333333333332,0.0
1.84695,0.0
1.6170166666666668,0.0006333333333333333
1.9356666666666669,0.0006166666666666666
2.2092666666666667,0.00015
1.7249166666666669,0.0
1.9137,0.0
1.7426,0.0
1.0896833333333331,0.0
2.1043166666666666,0.0004
1.5109333333333332,0.0
1.63565,0.0
1.672383333333333,0.0
1.7039166666666667,0.0
1.4113833333333332,0.0
1.2230666666666667,0.0
