0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0020666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0037,0.0018666666666666664,0.0,0.0,0.00935,0.0037,0.0018166666666666663,0.0,0.0,0.0017666666666666664,0.0
0.0018333333333333333,0.0,0.0,0.8870833333333331,3.308733333333333,2.1051333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0011666666666666665,0.0,0.0011333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.001,0.001,0.0011333333333333332,0.0002666666666666667,0.00165,0.0005333333333333333,0.0010666666666666665,0.0010666666666666665,0.0007333333333333333,0.0002666666666666667,0.0009333333333333332,0.0,0.0010666666666666665,0.0,0.0,0.0,0.00105,0.0,0.001,0.0,0.0005166666666666666,0.0012666666666666666
0.0014,0.0004666666666666666,0.0017666666666666664,0.0,0.0027333333333333333,0.0,0.0011666666666666665,0.0003833333333333333,0.0006666666666666666,0.0,0.0003833333333333333,0.06431666666666666,0.0709,0.05876666666666666,0.051866666666666665,0.02035,0.0054,0.003933333333333333,0.00545,0.004016666666666667,0.004266666666666666,0.004183333333333333,0.004333333333333333,0.004283333333333333
0.004283333333333333,0.004516666666666666,0.00575,0.0044,3.026383333333333,1.6980833333333332,0.004383333333333333,0.00455,0.00425,0.004283333333333333,0.004416666666666667,0.0025833333333333333,0.00011666666666666668,0.0018833333333333332,0.0015166666666666666,0.0014,0.0013333333333333333,0.0015333333333333332,0.0010666666666666665,0.0,0.0,0.006216666666666666,0.00695,0.005216666666666666
0.0024,0.0016,0.0039,0.00125,2.45065,1.6554666666666669,0.0014333333333333331,0.003783333333333333,0.0013333333333333333,0.003016666666666666,0.0017,0.0,0.0,0.0034666666666666665,0.0004,0.0,0.0010666666666666665,0.0,0.001983333333333333,0.0010666666666666665,0.00125,0.0018,0.0010666666666666665,0.0020666666666666663
0.0006333333333333333,0.002133333333333333,0.0020666666666666663,0.0024,0.0007333333333333333,0.0022,0.0021,0.0018,0.001,0.0,0.0,0.0,6.666666666666666e-05,0.004,0.0006666666666666666,0.03665,0.06913333333333332,0.05555,0.04983333333333332,0.0341,0.005133333333333333,0.0038166666666666666,0.005633333333333333,0.004266666666666666
0.0044666666666666665,0.005633333333333333,0.004183333333333333,0.1768833333333333,3.3097833333333333,1.9803,0.004266666666666666,0.0044,0.0042,0.003983333333333333,0.004,0.0044666666666666665,0.004,0.0027333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00165,0.00018333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060383333333333324,0.06306666666666666,0.05851666666666666,0.048983333333333316,0.023,0.00485,0.00345,0.0052,0.003916666666666666,0.0055
0.003983333333333333,0.004,0.004,1.1641333333333332,3.311316666666667,2.0822,0.004,0.004,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001333333333333333,6.666666666666666e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0010666666666666665,0.0,0.0010666666666666665,0.0,0.0007833333333333333,0.0002666666666666667,0.0,0.0014333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00705,0.0036666666666666666,0.0018333333333333333,0.0,0.0,0.0017666666666666664,0.0018,0.0,0.0
0.0,0.0,0.0,0.8664666666666666,3.309683333333333,2.0395833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010666666666666665,0.0,0.0,0.0010666666666666665,0.0,0.0,0.0,0.0,0.0,0.0011833333333333331,0.0,0.00105,0.0,5e-05,0.0011333333333333332
0.0014333333333333331,0.0,0.0011666666666666665,0.0,0.0017333333333333333,0.0,0.0011166666666666666,0.0010666666666666665,0.0,0.00105,0.0,0.0,0.0011,0.0,0.0,0.0,0.06291666666666666,0.06221666666666666,0.05286666666666666,0.04926666666666666,0.018116666666666663,0.0054,0.004066666666666666,0.00565
0.004,0.004283333333333333,0.004,1.5181,3.3093166666666667,1.9991,0.004166666666666667,0.004083333333333333,0.004383333333333333,0.004,0.004,0.004,0.004,0.0012666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00105,0.0,6.666666666666666e-05,0.001,0.0,0.0011333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002666666666666667,0.0008666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007133333333333333,0.00535,0.0033833333333333332,0.0,0.0,0.00165,0.0
0.0017333333333333333,0.0,0.0,1.53965,3.31275,2.060033333333333,0.0014,0.00045,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0010666666666666665,0.00105,0.0,0.0019166666666666663,6.666666666666666e-05,0.0,0.0,0.0010666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0011166666666666666,0.0,0.0,0.0011333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0233,3.3075,2.1245333333333334,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0012833333333333332,6.666666666666666e-05,0.0017666666666666664,0.0,0.0022666666666666664,0.0,0.0017833333333333332,0.00105,0.0,0.0,0.0009666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011333333333333332
0.0011333333333333332,0.0004,0.0007166666666666666,0.00145,0.0017166666666666667,0.0,0.0015833333333333333,0.0012,0.0002666666666666667,0.00065,0.0,0.0011333333333333332,0.0016,0.0,0.00515,0.0037666666666666664,0.003966666666666666,0.0015166666666666666,0.0009833333333333332,0.0,0.0,0.0010666666666666665,0.0,0.0010666666666666665
0.0,0.0017333333333333333,0.0,0.0022,0.0,0.0011666666666666665,0.0013833333333333332,0.0008666666666666666,0.0,1.4322333333333332,1.39525,0.0,0.0,0.0,0.0,0.0015333333333333332,0.0,0.0071,0.0037166666666666663,0.0036833333333333327,0.0,0.0011333333333333332,0.00175,0.0011666666666666665
0.003,0.0008666666666666666,1.4565833333333331,3.30865,3.3096666666666668,1.2158666666666669,0.003733333333333333,0.0032833333333333334,0.00325,0.0,0.0,0.0,0.0,0.0004,0.0006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
