use,car
0.47025,0.0
0.5110833333333332,0.0
0.3812333333333333,0.0
0.5006833333333331,0.0
0.3745,0.0
0.47745,0.0
0.3751833333333333,0.0
1.05355,0.0013833333333333332
1.2911833333333331,0.00011666666666666668
1.6361166666666669,0.00055
1.4147333333333332,0.00018333333333333334
1.177533333333333,0.0
1.21835,0.0003
1.222883333333333,0.0
1.40685,0.0
1.6423833333333333,0.00025
1.2639333333333331,0.0
1.11575,0.0
1.7505333333333333,5e-05
1.4233333333333331,0.0
1.82715,0.0
2.02745,0.0
1.2415833333333333,0.0
1.1911333333333332,0.0
