use,car
0.3943,0.0
0.34455,0.0
0.3451166666666666,0.0
0.3535833333333333,0.0
0.39295,0.0
0.3482833333333333,0.0
0.4499166666666666,0.0
1.6984833333333331,0.00025
0.5923333333333332,0.0003166666666666667
0.4831833333333332,0.0
0.48535,0.0
0.5375166666666666,0.0
0.48765,0.0
0.4830666666666666,0.0
0.5199833333333332,0.0
0.4968833333333332,0.0
0.63195,0.0
1.7517333333333331,0.0
1.8589166666666668,0.0
1.8987833333333333,0.0
1.8688333333333331,0.0008333333333333333
0.87915,0.0
0.4337333333333333,0.0
0.3876333333333333,0.0
