use,car
1.1688666666666667,0.0016833333333333331
1.2876166666666669,0.0
0.71545,0.0017333333333333333
0.96275,0.0
0.4556166666666666,0.0
0.4615833333333332,0.0
0.6946333333333332,0.18481666666666666
3.153583333333333,2.7955
0.45006666666666656,0.0
0.9002666666666665,0.0
0.903,0.0
1.9998,0.0
0.7389333333333331,0.0
0.6198333333333332,0.0
0.5249833333333332,0.0
0.36073333333333324,0.0
0.4036,0.0
0.6223,0.0
0.3377166666666666,0.0
0.32965,0.0
0.5983666666666666,0.0
0.5824333333333332,0.0
0.6111666666666666,0.0
0.7168,0.0
