use,car
0.24105,0.0
0.21531666666666666,0.0
0.2634666666666666,0.0
0.25005,0.0
0.20411666666666664,0.0
0.42931666666666657,0.00105
0.7671166666666666,0.00115
2.473883333333333,0.0021
0.2639333333333333,0.0
0.22071666666666664,0.0
0.2336666666666666,0.0
0.19978333333333329,0.0
0.2632333333333333,0.0
0.2745166666666666,0.0
0.21888333333333326,0.0
0.2612666666666666,0.0
0.2646666666666666,0.0
0.36218333333333325,0.0
0.82545,0.0036666666666666666
0.47535,0.0007333333333333333
0.57725,0.0034166666666666664
0.5417666666666666,0.004216666666666666
0.2519,0.0
0.2701166666666666,0.0
