use,car
0.7065666666666666,0.0
0.7578833333333331,0.0
0.6815,0.0
5.562283333333332,4.782
6.317483333333333,5.56865
0.65455,0.0
2.087733333333333,0.0008666666666666666
4.122216666666667,0.0005666666666666666
5.191483333333333,0.0011833333333333331
2.1166666666666667,0.0
0.6843666666666666,0.0
0.70305,0.0
0.77005,0.0
0.8117833333333331,0.0
0.69985,0.0
0.9124166666666667,0.0
0.72605,0.0
0.8249833333333331,0.0
1.32615,0.0006
0.9803333333333332,0.0
1.058,0.0
0.9322333333333332,0.0
0.9559333333333332,0.0
1.0308666666666668,0.0
