use,car
0.11156666666666663,0.008
0.10221666666666664,0.008
0.10581666666666664,0.008
0.13606666666666664,0.008
0.1353,0.008
0.11206666666666663,0.008
0.19975,0.008
0.21516666666666664,0.008
0.16405,0.008
0.15121666666666664,0.008
0.14375,0.008
0.1665333333333333,0.008
0.16755,0.008
0.1898,0.008
0.15711666666666665,0.008883333333333333
1.2069333333333332,1.0783833333333332
0.2872333333333333,0.1453
0.1206,0.00885
0.12716666666666665,0.009
0.1248333333333333,0.009
0.11011666666666664,0.009
2.28625,2.194583333333333
3.0238666666666667,2.9046
0.13635,0.008
