use,car
0.767683333333333,0.0036833333333333327
1.1955666666666669,0.00325
1.6975166666666668,0.0030666666666666663
2.1027666666666667,0.003033333333333333
2.1519833333333334,0.6631333333333332
0.4492833333333333,0.003
0.5988166666666666,0.003
0.44656666666666656,0.003
0.4817666666666666,0.00295
0.72295,0.0029
1.08055,0.00255
1.0194,0.00275
0.9116833333333332,0.00225
1.2157166666666668,0.0025
1.26465,0.0021
1.9815,0.0019
1.6203333333333332,0.002
2.2023333333333333,0.00165
2.36395,0.0016
1.9812166666666668,0.00205
2.192533333333333,0.0021
1.5886,0.0025
1.4343333333333332,0.0027
1.0536333333333332,0.0027
