use,car
0.7758333333333332,0.00295
1.19655,0.0026
1.7126833333333331,0.00195
2.038666666666667,0.0008
1.9998166666666668,0.00115
0.65095,0.003
0.4947666666666666,0.003
0.4935666666666666,0.003
0.4905,0.003
0.4890833333333332,0.0028
0.7126,0.00275
0.7743166666666667,0.0018
0.7599,0.0
0.6480666666666666,0.0011
0.6241166666666667,0.0004
0.7048,0.0022
0.8514166666666666,0.00205
1.2344333333333333,0.00295
0.8387666666666665,0.003
0.8681333333333331,0.003
0.6890333333333332,0.00295
0.7031166666666666,0.00225
0.7231,0.0015
0.7271333333333332,0.001
