use,car
0.8868333333333331,0.0
0.8797833333333331,0.0
0.8989833333333331,0.0
0.86935,0.0
0.8702666666666666,0.0
0.8812333333333331,0.0
1.98175,0.0
1.9006666666666667,0.0
1.3715,0.0007666666666666666
0.92975,0.0
4.35375,0.008283333333333334
2.578183333333333,0.002483333333333333
1.4411666666666667,0.0
1.396283333333333,0.0
1.36925,0.0
1.4131333333333331,0.0
3.1919833333333334,0.0046
1.8063166666666668,0.0014833333333333332
1.4442333333333333,0.0
1.6495,0.0
1.63935,0.0
1.9812333333333332,0.0008
2.21725,0.0013833333333333332
1.5857666666666668,0.0
