use,car
0.6563333333333332,0.0
0.4040666666666666,0.0
0.5642333333333333,0.0
0.48455,0.0
0.5086666666666666,0.0
0.6022,0.0
0.77095,0.0
1.60265,0.0
0.3258166666666666,0.0
0.35195,0.0
0.5600333333333332,0.0
0.9335833333333332,0.0
0.5617333333333332,0.0
1.53285,0.0
2.566816666666667,0.0
3.3030833333333334,0.0
3.1259333333333332,0.0
3.3392166666666667,0.0
2.139733333333333,0.0
2.0574166666666667,0.19628333333333328
5.7716,3.6847666666666665
5.597366666666667,3.67285
4.111716666666666,2.7807
1.1714,0.0
