use,car
1.1502166666666669,0.0028166666666666665
0.8839,0.0
0.86625,0.0
0.76595,0.0
0.8611666666666666,0.0
0.8619,0.0
0.7559,0.0
0.9281,0.0008166666666666666
1.1689333333333332,5e-05
1.0002666666666664,0.0
0.7744666666666666,0.0
0.9075666666666666,0.0
0.8753666666666666,0.0
1.1618666666666668,0.003916666666666666
0.9054833333333332,0.00305
0.9828333333333332,0.0019
1.3509,0.0018
1.1365833333333333,0.00085
1.2928666666666668,0.0019
2.5013666666666667,0.0007
1.72295,0.0
2.390233333333333,0.00445
1.8388,0.0013666666666666666
1.2173666666666667,0.0011
