use,car
2.411383333333333,0.00535
2.77765,0.005133333333333333
2.915316666666667,0.004933333333333333
0.7743666666666666,0.00555
1.5835,0.005333333333333333
1.0872833333333332,0.005083333333333333
1.0544833333333332,0.005
0.95455,0.005
1.4695833333333332,0.005083333333333333
1.12585,0.005283333333333333
1.6930666666666667,0.005533333333333333
2.511816666666667,0.0054333333333333326
2.9651,0.00535
2.86145,0.0054
2.94905,0.005366666666666666
4.28815,0.004933333333333333
4.744816666666666,0.004966666666666666
4.953916666666666,0.0047333333333333324
5.14055,0.004683333333333333
7.061616666666667,2.4632
10.39125,6.658333333333333
5.403483333333333,1.8133333333333332
2.8712833333333334,0.0131
3.524966666666667,0.005
